"village_id","village","hh_id","hh_members"
1002,"Abemeye Amahoro",100236,9
1002,"Abemeye Amahoro",100237,5
1002,"Abemeye Amahoro",100238,11
1002,"Abemeye Amahoro",100239,4
1002,"Abemeye Amahoro",100240,4
1002,"Abemeye Amahoro",100241,10
1002,"Abemeye Amahoro",100242,4
1002,"Abemeye Amahoro",100243,10
1002,"Abemeye Amahoro",100244,10
1002,"Abemeye Amahoro",100245,9
1002,"Abemeye Amahoro",100246,5
1002,"Abemeye Amahoro",100247,9
1002,"Abemeye Amahoro",100248,3
1002,"Abemeye Amahoro",100249,8
1002,"Abemeye Amahoro",100250,4
1002,"Abemeye Amahoro",100251,9
1002,"Abemeye Amahoro",100252,9
1002,"Abemeye Amahoro",100253,9
1002,"Abemeye Amahoro",100254,6
1002,"Abemeye Amahoro",100255,4
1002,"Abemeye Amahoro",100256,10
1002,"Abemeye Amahoro",100257,10
1002,"Abemeye Amahoro",100258,8
1002,"Abemeye Amahoro",100259,2
1002,"Abemeye Amahoro",100260,1
1002,"Abemeye Amahoro",100261,10
1002,"Abemeye Amahoro",100262,10
1002,"Abemeye Amahoro",100263,1
1002,"Abemeye Amahoro",100264,1
1002,"Abemeye Amahoro",100265,4
1002,"Abemeye Amahoro",100266,8
1003,"Abisunganye",100267,1
1003,"Abisunganye",100268,3
1003,"Abisunganye",100269,10
1003,"Abisunganye",100270,9
1003,"Abisunganye",100271,9
1003,"Abisunganye",100272,7
1003,"Abisunganye",100273,4
1003,"Abisunganye",100274,4
1003,"Abisunganye",100275,1
1003,"Abisunganye",100276,1
1003,"Abisunganye",100277,9
1003,"Abisunganye",100278,9
1003,"Abisunganye",100279,1
1003,"Abisunganye",100280,10
1003,"Abisunganye",100281,8
1003,"Abisunganye",100282,2
1003,"Abisunganye",100283,11
1003,"Abisunganye",100284,10
1003,"Abisunganye",100285,4
1003,"Abisunganye",100286,10
1003,"Abisunganye",100287,4
1003,"Abisunganye",100288,11
1003,"Abisunganye",100289,6
1003,"Abisunganye",100290,8
1003,"Abisunganye",100291,7
1003,"Abisunganye",100292,3
1003,"Abisunganye",100293,7
1003,"Abisunganye",100294,3
1003,"Abisunganye",100295,7
1003,"Abisunganye",100296,4
1003,"Abisunganye",100297,9
1003,"Abisunganye",100298,11
1003,"Abisunganye",100299,3
1003,"Abisunganye",100300,2
1003,"Abisunganye",100301,9
1003,"Abisunganye",100302,7
1003,"Abisunganye",100303,3
1003,"Abisunganye",100304,9
1003,"Abisunganye",100305,1
1003,"Abisunganye",100306,6
1003,"Abisunganye",100307,1
1003,"Abisunganye",100308,10
1003,"Abisunganye",100309,11
1003,"Abisunganye",100310,11
1003,"Abisunganye",100311,1
1003,"Abisunganye",100312,4
1003,"Abisunganye",100313,6
1003,"Abisunganye",100314,2
1003,"Abisunganye",100315,7
1003,"Abisunganye",100316,7
1003,"Abisunganye",100317,1
1003,"Abisunganye",100318,6
1003,"Abisunganye",100319,6
1003,"Abisunganye",100320,5
1003,"Abisunganye",100321,1
1003,"Abisunganye",100322,10
1003,"Abisunganye",100323,9
1003,"Abisunganye",100324,5
1003,"Abisunganye",100325,2
1003,"Abisunganye",100326,10
1003,"Abisunganye",100327,5
1003,"Abisunganye",100328,11
1003,"Abisunganye",100329,3
1003,"Abisunganye",100330,9
1003,"Abisunganye",100331,8
1003,"Abisunganye",100332,4
1003,"Abisunganye",100333,5
1003,"Abisunganye",100334,2
1003,"Abisunganye",100335,3
1003,"Abisunganye",100336,10
1003,"Abisunganye",100337,5
1003,"Abisunganye",100338,11
1003,"Abisunganye",100339,7
1003,"Abisunganye",100340,8
1003,"Abisunganye",100341,2
1003,"Abisunganye",100342,11
1003,"Abisunganye",100343,3
1003,"Abisunganye",100344,6
1003,"Abisunganye",100345,10
1003,"Abisunganye",100346,9
1003,"Abisunganye",100347,8
1003,"Abisunganye",100348,6
1003,"Abisunganye",100349,10
1003,"Abisunganye",100350,11
1003,"Abisunganye",100351,1
1003,"Abisunganye",100352,8
1003,"Abisunganye",100353,11
1003,"Abisunganye",100354,3
1003,"Abisunganye",100355,11
1003,"Abisunganye",100356,10
1003,"Abisunganye",100357,9
1003,"Abisunganye",100358,9
1003,"Abisunganye",100359,3
1003,"Abisunganye",100360,11
1003,"Abisunganye",100361,7
1003,"Abisunganye",100362,9
1003,"Abisunganye",100363,3
1003,"Abisunganye",100364,5
1003,"Abisunganye",100365,8
1003,"Abisunganye",100366,6
1003,"Abisunganye",100367,3
1003,"Abisunganye",100368,4
1003,"Abisunganye",100369,5
1003,"Abisunganye",100370,10
1003,"Abisunganye",100371,4
1003,"Abisunganye",100372,5
1003,"Abisunganye",100373,2
1003,"Abisunganye",100374,6
1003,"Abisunganye",100375,7
1003,"Abisunganye",100376,1
1003,"Abisunganye",100377,1
1003,"Abisunganye",100378,8
1003,"Abisunganye",100379,3
1003,"Abisunganye",100380,7
1003,"Abisunganye",100381,9
1003,"Abisunganye",100382,4
1003,"Abisunganye",100383,2
1003,"Abisunganye",100384,10
1003,"Abisunganye",100385,8
1003,"Abisunganye",100386,3
1003,"Abisunganye",100387,1
1003,"Abisunganye",100388,4
1003,"Abisunganye",100389,1
1003,"Abisunganye",100390,6
1003,"Abisunganye",100391,10
1003,"Abisunganye",100392,5
1003,"Abisunganye",100393,11
1003,"Abisunganye",100394,7
1003,"Abisunganye",100395,8
1003,"Abisunganye",100396,10
1003,"Abisunganye",100397,11
1003,"Abisunganye",100398,1
1003,"Abisunganye",100399,3
1003,"Abisunganye",100400,4
1003,"Abisunganye",100401,6
1003,"Abisunganye",100402,9
1003,"Abisunganye",100403,1
1003,"Abisunganye",100404,8
1003,"Abisunganye",100405,7
1003,"Abisunganye",100406,5
1003,"Abisunganye",100407,7
1003,"Abisunganye",100408,10
1003,"Abisunganye",100409,4
1003,"Abisunganye",100410,2
1003,"Abisunganye",100411,8
1003,"Abisunganye",100412,6
1003,"Abisunganye",100413,1
1003,"Abisunganye",100414,5
1003,"Abisunganye",100415,5
1003,"Abisunganye",100416,7
1003,"Abisunganye",100417,11
1003,"Abisunganye",100418,1
1003,"Abisunganye",100419,4
1003,"Abisunganye",100420,1
1003,"Abisunganye",100421,7
1003,"Abisunganye",100422,3
1003,"Abisunganye",100423,3
1003,"Abisunganye",100424,2
1003,"Abisunganye",100425,1
1003,"Abisunganye",100426,5
1003,"Abisunganye",100427,8
1003,"Abisunganye",100428,9
1003,"Abisunganye",100429,3
1003,"Abisunganye",100430,10
1003,"Abisunganye",100431,3
1003,"Abisunganye",100432,11
1003,"Abisunganye",100433,1
1003,"Abisunganye",100434,2
1003,"Abisunganye",100435,8
1003,"Abisunganye",100436,10
1004,"Agahiza",100437,6
1004,"Agahiza",100438,8
1004,"Agahiza",100439,11
1004,"Agahiza",100440,5
1004,"Agahiza",100441,10
1004,"Agahiza",100442,7
1004,"Agahiza",100443,11
1004,"Agahiza",100444,7
1004,"Agahiza",100445,2
1004,"Agahiza",100446,9
1004,"Agahiza",100447,1
1004,"Agahiza",100448,3
1004,"Agahiza",100449,11
1004,"Agahiza",100450,5
1004,"Agahiza",100451,8
1004,"Agahiza",100452,7
1004,"Agahiza",100453,5
1004,"Agahiza",100454,1
1004,"Agahiza",100455,6
1004,"Agahiza",100456,9
1004,"Agahiza",100457,2
1004,"Agahiza",100458,10
1004,"Agahiza",100459,9
1004,"Agahiza",100460,2
1004,"Agahiza",100461,10
1004,"Agahiza",100462,3
1004,"Agahiza",100463,8
1004,"Agahiza",100464,7
1004,"Agahiza",100465,8
1004,"Agahiza",100466,1
1004,"Agahiza",100467,8
1004,"Agahiza",100468,4
1004,"Agahiza",100469,4
1004,"Agahiza",100470,5
1004,"Agahiza",100471,6
1004,"Agahiza",100472,8
1004,"Agahiza",100473,4
1004,"Agahiza",100474,5
1004,"Agahiza",100475,7
1004,"Agahiza",100476,11
1004,"Agahiza",100477,5
1004,"Agahiza",100478,11
1004,"Agahiza",100479,2
1004,"Agahiza",100480,1
1004,"Agahiza",100481,10
1004,"Agahiza",100482,8
1004,"Agahiza",100483,8
1004,"Agahiza",100484,6
1004,"Agahiza",100485,11
1004,"Agahiza",100486,7
1004,"Agahiza",100487,11
1004,"Agahiza",100488,9
1004,"Agahiza",100489,8
1004,"Agahiza",100490,9
1004,"Agahiza",100491,2
1004,"Agahiza",100492,11
1004,"Agahiza",100493,1
1004,"Agahiza",100494,4
1004,"Agahiza",100495,3
1004,"Agahiza",100496,2
1004,"Agahiza",100497,3
1004,"Agahiza",100498,3
1004,"Agahiza",100499,4
1004,"Agahiza",100500,3
1004,"Agahiza",100501,4
1004,"Agahiza",100502,1
1004,"Agahiza",100503,1
1004,"Agahiza",100504,8
1004,"Agahiza",100505,3
1004,"Agahiza",100506,7
1004,"Agahiza",100507,2
1004,"Agahiza",100508,1
1004,"Agahiza",100509,6
1004,"Agahiza",100510,5
1004,"Agahiza",100511,10
1004,"Agahiza",100512,8
1004,"Agahiza",100513,10
1004,"Agahiza",100514,6
1004,"Agahiza",100515,2
1004,"Agahiza",100516,10
1004,"Agahiza",100517,7
1004,"Agahiza",100518,5
1004,"Agahiza",100519,2
1004,"Agahiza",100520,3
1004,"Agahiza",100521,3
1004,"Agahiza",100522,3
1004,"Agahiza",100523,5
1004,"Agahiza",100524,7
1004,"Agahiza",100525,11
1004,"Agahiza",100526,6
1004,"Agahiza",100527,7
1004,"Agahiza",100528,5
1004,"Agahiza",100529,1
1004,"Agahiza",100530,8
1004,"Agahiza",100531,5
1004,"Agahiza",100532,1
1004,"Agahiza",100533,9
1004,"Agahiza",100534,2
1004,"Agahiza",100535,4
1004,"Agahiza",100536,6
1004,"Agahiza",100537,5
1004,"Agahiza",100538,1
1004,"Agahiza",100539,10
1004,"Agahiza",100540,2
1004,"Agahiza",100541,7
1004,"Agahiza",100542,1
1004,"Agahiza",100543,9
1004,"Agahiza",100544,3
1004,"Agahiza",100545,2
1004,"Agahiza",100546,3
1004,"Agahiza",100547,9
1004,"Agahiza",100548,4
1004,"Agahiza",100549,9
1004,"Agahiza",100550,6
1004,"Agahiza",100551,1
1004,"Agahiza",100552,3
1004,"Agahiza",100553,8
1004,"Agahiza",100554,8
1004,"Agahiza",100555,10
1004,"Agahiza",100556,4
1004,"Agahiza",100557,3
1004,"Agahiza",100558,1
1004,"Agahiza",100559,6
1004,"Agahiza",100560,6
1004,"Agahiza",100561,5
1004,"Agahiza",100562,2
1004,"Agahiza",100563,10
1004,"Agahiza",100564,4
1004,"Agahiza",100565,5
1004,"Agahiza",100566,4
1004,"Agahiza",100567,10
1004,"Agahiza",100568,9
1004,"Agahiza",100569,9
1004,"Agahiza",100570,4
1004,"Agahiza",100571,4
1004,"Agahiza",100572,3
1004,"Agahiza",100573,8
1004,"Agahiza",100574,10
1004,"Agahiza",100575,6
1004,"Agahiza",100576,8
1004,"Agahiza",100577,7
1004,"Agahiza",100578,9
1004,"Agahiza",100579,9
1004,"Agahiza",100580,7
1004,"Agahiza",100581,1
1004,"Agahiza",100582,3
1005,"Agakari",100583,11
1005,"Agakari",100584,7
1005,"Agakari",100585,6
1005,"Agakari",100586,3
1005,"Agakari",100587,6
1005,"Agakari",100588,9
1005,"Agakari",100589,2
1005,"Agakari",100590,3
1005,"Agakari",100591,4
1005,"Agakari",100592,6
1005,"Agakari",100593,8
1005,"Agakari",100594,5
1005,"Agakari",100595,7
1005,"Agakari",100596,2
1005,"Agakari",100597,9
1005,"Agakari",100598,7
1005,"Agakari",100599,6
1005,"Agakari",100600,5
1005,"Agakari",100601,6
1005,"Agakari",100602,10
1005,"Agakari",100603,2
1005,"Agakari",100604,10
1005,"Agakari",100605,7
1005,"Agakari",100606,6
1005,"Agakari",100607,9
1005,"Agakari",100608,7
1005,"Agakari",100609,11
1005,"Agakari",100610,2
1005,"Agakari",100611,5
1005,"Agakari",100612,6
1005,"Agakari",100613,7
1005,"Agakari",100614,7
1005,"Agakari",100615,10
1005,"Agakari",100616,3
1005,"Agakari",100617,5
1005,"Agakari",100618,9
1005,"Agakari",100619,4
1005,"Agakari",100620,5
1005,"Agakari",100621,6
1005,"Agakari",100622,3
1005,"Agakari",100623,6
1005,"Agakari",100624,8
1005,"Agakari",100625,7
1005,"Agakari",100626,8
1005,"Agakari",100627,7
1005,"Agakari",100628,4
1005,"Agakari",100629,5
1005,"Agakari",100630,1
1005,"Agakari",100631,2
1005,"Agakari",100632,3
1005,"Agakari",100633,7
1005,"Agakari",100634,4
1005,"Agakari",100635,7
1005,"Agakari",100636,6
1005,"Agakari",100637,11
1006,"Agasharu",100638,3
1006,"Agasharu",100639,2
1006,"Agasharu",100640,2
1006,"Agasharu",100641,7
1006,"Agasharu",100642,2
1006,"Agasharu",100643,6
1006,"Agasharu",100644,3
1006,"Agasharu",100645,10
1006,"Agasharu",100646,7
1006,"Agasharu",100647,3
1006,"Agasharu",100648,5
1006,"Agasharu",100649,10
1006,"Agasharu",100650,8
1006,"Agasharu",100651,11
1006,"Agasharu",100652,11
1006,"Agasharu",100653,4
1006,"Agasharu",100654,3
1006,"Agasharu",100655,11
1006,"Agasharu",100656,1
1006,"Agasharu",100657,3
1006,"Agasharu",100658,10
1006,"Agasharu",100659,6
1006,"Agasharu",100660,10
1006,"Agasharu",100661,8
1006,"Agasharu",100662,2
1006,"Agasharu",100663,8
1006,"Agasharu",100664,3
1006,"Agasharu",100665,11
1006,"Agasharu",100666,1
1006,"Agasharu",100667,11
1006,"Agasharu",100668,10
1006,"Agasharu",100669,7
1006,"Agasharu",100670,10
1006,"Agasharu",100671,4
1006,"Agasharu",100672,1
1006,"Agasharu",100673,4
1006,"Agasharu",100674,8
1006,"Agasharu",100675,9
1006,"Agasharu",100676,6
1006,"Agasharu",100677,6
1006,"Agasharu",100678,2
1006,"Agasharu",100679,6
1006,"Agasharu",100680,10
1006,"Agasharu",100681,11
1006,"Agasharu",100682,6
1006,"Agasharu",100683,6
1006,"Agasharu",100684,2
1006,"Agasharu",100685,9
1006,"Agasharu",100686,10
1006,"Agasharu",100687,2
1006,"Agasharu",100688,3
1006,"Agasharu",100689,10
1006,"Agasharu",100690,2
1006,"Agasharu",100691,1
1006,"Agasharu",100692,3
1006,"Agasharu",100693,8
1006,"Agasharu",100694,5
1006,"Agasharu",100695,8
1006,"Agasharu",100696,5
1006,"Agasharu",100697,8
1006,"Agasharu",100698,4
1006,"Agasharu",100699,10
1006,"Agasharu",100700,8
1006,"Agasharu",100701,10
1006,"Agasharu",100702,7
1006,"Agasharu",100703,2
1006,"Agasharu",100704,9
1006,"Agasharu",100705,10
1006,"Agasharu",100706,6
1006,"Agasharu",100707,8
1006,"Agasharu",100708,4
1006,"Agasharu",100709,7
1006,"Agasharu",100710,3
1006,"Agasharu",100711,5
1006,"Agasharu",100712,7
1006,"Agasharu",100713,2
1006,"Agasharu",100714,2
1006,"Agasharu",100715,10
1006,"Agasharu",100716,1
1006,"Agasharu",100717,9
1006,"Agasharu",100718,1
1006,"Agasharu",100719,10
1006,"Agasharu",100720,2
1006,"Agasharu",100721,8
1006,"Agasharu",100722,3
1006,"Agasharu",100723,2
1006,"Agasharu",100724,6
1006,"Agasharu",100725,1
1006,"Agasharu",100726,5
1006,"Agasharu",100727,9
1006,"Agasharu",100728,1
1006,"Agasharu",100729,8
1006,"Agasharu",100730,10
1006,"Agasharu",100731,2
1006,"Agasharu",100732,2
1006,"Agasharu",100733,5
1006,"Agasharu",100734,3
1006,"Agasharu",100735,11
1006,"Agasharu",100736,4
1006,"Agasharu",100737,10
1006,"Agasharu",100738,10
1006,"Agasharu",100739,2
1006,"Agasharu",100740,10
1006,"Agasharu",100741,4
1006,"Agasharu",100742,9
1006,"Agasharu",100743,9
1006,"Agasharu",100744,8
1006,"Agasharu",100745,6
1006,"Agasharu",100746,1
1006,"Agasharu",100747,10
1006,"Agasharu",100748,7
1006,"Agasharu",100749,9
1006,"Agasharu",100750,1
1006,"Agasharu",100751,7
1006,"Agasharu",100752,6
1006,"Agasharu",100753,4
1006,"Agasharu",100754,10
1006,"Agasharu",100755,8
1006,"Agasharu",100756,4
1006,"Agasharu",100757,7
1006,"Agasharu",100758,5
1006,"Agasharu",100759,11
1006,"Agasharu",100760,1
1006,"Agasharu",100761,3
1006,"Agasharu",100762,3
1006,"Agasharu",100763,4
1006,"Agasharu",100764,4
1006,"Agasharu",100765,9
1006,"Agasharu",100766,7
1006,"Agasharu",100767,8
1006,"Agasharu",100768,10
1006,"Agasharu",100769,7
1006,"Agasharu",100770,11
1006,"Agasharu",100771,9
1006,"Agasharu",100772,9
1007,"Agasharu",100773,6
1007,"Agasharu",100774,9
1007,"Agasharu",100775,10
1007,"Agasharu",100776,8
1007,"Agasharu",100777,4
1007,"Agasharu",100778,9
1007,"Agasharu",100779,9
1007,"Agasharu",100780,11
1007,"Agasharu",100781,10
1007,"Agasharu",100782,10
1007,"Agasharu",100783,2
1007,"Agasharu",100784,9
1007,"Agasharu",100785,9
1007,"Agasharu",100786,11
1007,"Agasharu",100787,3
1007,"Agasharu",100788,5
1007,"Agasharu",100789,5
1007,"Agasharu",100790,1
1007,"Agasharu",100791,7
1007,"Agasharu",100792,8
1007,"Agasharu",100793,4
1007,"Agasharu",100794,6
1007,"Agasharu",100795,2
1007,"Agasharu",100796,4
1007,"Agasharu",100797,3
1007,"Agasharu",100798,5
1007,"Agasharu",100799,1
1007,"Agasharu",100800,2
1007,"Agasharu",100801,7
1007,"Agasharu",100802,10
1007,"Agasharu",100803,3
1007,"Agasharu",100804,4
1007,"Agasharu",100805,9
1007,"Agasharu",100806,7
1007,"Agasharu",100807,6
1007,"Agasharu",100808,10
1007,"Agasharu",100809,6
1007,"Agasharu",100810,5
1007,"Agasharu",100811,2
1007,"Agasharu",100812,11
1007,"Agasharu",100813,6
1007,"Agasharu",100814,6
1007,"Agasharu",100815,3
1007,"Agasharu",100816,5
1007,"Agasharu",100817,8
1007,"Agasharu",100818,11
1007,"Agasharu",100819,11
1007,"Agasharu",100820,7
1007,"Agasharu",100821,5
1007,"Agasharu",100822,4
1007,"Agasharu",100823,1
1007,"Agasharu",100824,4
1007,"Agasharu",100825,11
1007,"Agasharu",100826,7
1007,"Agasharu",100827,3
1007,"Agasharu",100828,11
1007,"Agasharu",100829,3
1007,"Agasharu",100830,4
1007,"Agasharu",100831,9
1007,"Agasharu",100832,2
1007,"Agasharu",100833,5
1007,"Agasharu",100834,10
1007,"Agasharu",100835,10
1007,"Agasharu",100836,5
1007,"Agasharu",100837,2
1007,"Agasharu",100838,7
1007,"Agasharu",100839,2
1007,"Agasharu",100840,9
1007,"Agasharu",100841,5
1007,"Agasharu",100842,5
1007,"Agasharu",100843,2
1007,"Agasharu",100844,7
1007,"Agasharu",100845,2
1007,"Agasharu",100846,1
1007,"Agasharu",100847,4
1007,"Agasharu",100848,6
1007,"Agasharu",100849,9
1007,"Agasharu",100850,4
1007,"Agasharu",100851,6
1007,"Agasharu",100852,11
1007,"Agasharu",100853,8
1007,"Agasharu",100854,10
1007,"Agasharu",100855,9
1007,"Agasharu",100856,10
1007,"Agasharu",100857,7
1007,"Agasharu",100858,3
1007,"Agasharu",100859,2
1007,"Agasharu",100860,8
1007,"Agasharu",100861,1
1007,"Agasharu",100862,4
1007,"Agasharu",100863,7
1007,"Agasharu",100864,8
1007,"Agasharu",100865,4
1007,"Agasharu",100866,8
1007,"Agasharu",100867,7
1007,"Agasharu",100868,7
1007,"Agasharu",100869,10
1007,"Agasharu",100870,9
1007,"Agasharu",100871,7
1007,"Agasharu",100872,10
1007,"Agasharu",100873,10
1007,"Agasharu",100874,4
1007,"Agasharu",100875,6
1007,"Agasharu",100876,8
1007,"Agasharu",100877,5
1007,"Agasharu",100878,2
1007,"Agasharu",100879,5
1007,"Agasharu",100880,3
1007,"Agasharu",100881,5
1007,"Agasharu",100882,7
1007,"Agasharu",100883,3
1007,"Agasharu",100884,11
1007,"Agasharu",100885,5
1007,"Agasharu",100886,7
1007,"Agasharu",100887,5
1007,"Agasharu",100888,10
1007,"Agasharu",100889,7
1007,"Agasharu",100890,3
1007,"Agasharu",100891,4
1007,"Agasharu",100892,8
1007,"Agasharu",100893,8
